id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1927431318|NCT04998136|258426296|837816442|OG000|No||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : On-treatment Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: the time period where partici-pants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Participants|COUNT_OF_PARTICIPANTS|4|4.0||||||||
1927431319|NCT04998136|258426296|837816443|OG001|No||Number of Participants Achieved More Than or Equal to (≥) 5 Percent (%) Body Weight Reduction (Yes/no) : On-treatment Observation Period|Number of participants who achieved body weight reduction more than or equal to 5 percent is presented at week 44 in this endpoint. The endpoint was evaluated based on the data from on-treatment observation period. On-treatment observation period: the time period where partici-pants were treated with trial product. It started from the date of first trial product administration (week 0) to the date of last trial product administration (week 44) including 2 weeks of follow up. It excludes off treatment period which is defined as at least 2 consecutive missed doses.|Participants|COUNT_OF_PARTICIPANTS|35|35.0||||||||
1927431320|NCT04998136|258426297|837816444|OG000|Yes||Number of Participants Achieved ≥ 10% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 10 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|78|78.0||||||||
1927431321|NCT04998136|258426297|837816445|OG001|Yes||Number of Participants Achieved ≥ 10% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 10 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|5|5.0||||||||
1927431322|NCT04998136|258426297|837816444|OG000|No||Number of Participants Achieved ≥ 10% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 10 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|22|22.0||||||||
1927431323|NCT04998136|258426297|837816445|OG001|No||Number of Participants Achieved ≥ 10% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 10 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|43|43.0||||||||
1927431324|NCT04998136|258426298|837816446|OG000|Yes||Number of Participants Achieved ≥15% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 15 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|53|53.0||||||||
1927431325|NCT04998136|258426298|837816447|OG001|Yes||Number of Participants Achieved ≥15% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 15 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|2|2.0||||||||
1927431326|NCT04998136|258426298|837816446|OG000|No||Number of Participants Achieved ≥15% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 15 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|47|47.0||||||||
1927431327|NCT04998136|258426298|837816447|OG001|No||Number of Participants Achieved ≥15% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 15 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|46|46.0||||||||
1927431328|NCT04998136|258426299|837816448|OG000|Yes||Number of Participants Achieved ≥20% Body Weight Reduction (Yes/no)|Number of participants who achieved body weight reduction more than or equal to 20 percent is presented at week 44 and it was evaluated based on the data from in-trial observation period. For end of treatment visit, data collected up to week 49 during the in-trial observation period is included in this Outcome Measure. In-trial period: The time period where the participants were assessed in the study. The in-trial period begins on the date of randomization (week 0) and ends at the end of study visit (week 49).|Participants|COUNT_OF_PARTICIPANTS|30|30.0||||||||
