id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1927480706|NCT01115855|258432031|837835216|OG001|Change at Month 9 (n=98,101)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|23.79|23.79|Standard Deviation|362.35|362.35|||||
1927480707|NCT01115855|258432031|837835215|OG000|Change at Month 13 (n=94,98)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-41.56|-41.56|Standard Deviation|322.12|322.12|||||
1927480708|NCT01115855|258432031|837835216|OG001|Change at Month 13 (n=94,98)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-19.04|-19.04|Standard Deviation|253.57|253.57|||||
1927480709|NCT01115855|258432031|837835215|OG000|Change at Month 17 (n=80,82)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-13.66|-13.66|Standard Deviation|247.48|247.48|||||
1927480710|NCT01115855|258432031|837835216|OG001|Change at Month 17 (n=80,82)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|79.28|79.28|Standard Deviation|530.74|530.74|||||
1927480711|NCT01115855|258432031|837835215|OG000|Change at Month 21 (n=72,73)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-63.65|-63.65|Standard Deviation|498.00|498.0|||||
1927480712|NCT01115855|258432031|837835216|OG001|Change at Month 21 (n=72,73)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|28.84|28.84|Standard Deviation|431.48|431.48|||||
1927480714|NCT01115855|258432031|837835216|OG001|Change at Month 25 (n=62,63)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|30.08|30.08|Standard Deviation|350.86|350.86|||||
1927480715|NCT01115855|258432031|837835215|OG000|Change at Month 29 (n=50,47)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|18.51|18.51|Standard Deviation|454.75|454.75|||||
1927480716|NCT01115855|258432031|837835216|OG001|Change at Month 29 (n=50,47)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-4.58|-4.58|Standard Deviation|504.53|504.53|||||
1927480717|NCT01115855|258432031|837835215|OG000|Change at Month 33 (n=43,39)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-47.07|-47.07|Standard Deviation|506.66|506.66|||||
1927480718|NCT01115855|258432031|837835216|OG001|Change at Month 33 (n=43,39)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-3.38|-3.38|Standard Deviation|417.43|417.43|||||
1927480719|NCT01115855|258432031|837835215|OG000|Change at Month 37 (n=39,33)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-80.21|-80.21|Standard Deviation|743.85|743.85|||||
1927480720|NCT01115855|258432031|837835216|OG001|Change at Month 37 (n=39,33)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|34.20|34.2|Standard Deviation|393.95|393.95|||||
1927480721|NCT01115855|258432031|837835215|OG000|Change at Month 42 (n=27,25)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-162.18|-162.18|Standard Deviation|921.61|921.61|||||
1927480722|NCT01115855|258432031|837835216|OG001|Change at Month 42 (n=27,25)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-29.95|-29.95|Standard Deviation|187.19|187.19|||||
1927480723|NCT01115855|258432031|837835215|OG000|Change at Month 48 (n=16,16)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-303.19|-303.19|Standard Deviation|1211.28|1211.28|||||
1927480724|NCT01115855|258432031|837835216|OG001|Change at Month 48 (n=16,16)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-41.03|-41.03|Standard Deviation|113.70|113.7|||||
1927480725|NCT01115855|258432031|837835215|OG000|Change at Final Visit (n=109,110)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-29.30|-29.3|Standard Deviation|597.07|597.07|||||
1927480726|NCT01115855|258432031|837835216|OG001|Change at Final Visit (n=109,110)||Change From Baseline in Urine Albumin-to-Creatinine Ratio at Months 5, 9, 13, 17, 21, 25, 29, 33, 37, 42, 48 and Final Visit||microgram per gram creatinine (mg/gCr)|MEAN|-31.56|-31.56|Standard Deviation|271.71|271.71|||||
1927480727|NCT01115855|258432032|837835217|OG000|Week 1 (n=111, 110) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|4|4.0||||||||
1927480728|NCT01115855|258432032|837835218|OG001|Week 1 (n=111, 110) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|2|2.0||||||||
1927480729|NCT01115855|258432032|837835217|OG000|Week 1 (n=111, 110) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|107|107.0||||||||
1927480730|NCT01115855|258432032|837835218|OG001|Week 1 (n=111, 110) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|107|107.0||||||||
1927480731|NCT01115855|258432032|837835217|OG000|Week 1 (n=111, 110) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480732|NCT01115855|258432032|837835218|OG001|Week 1 (n=111, 110) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|1|1.0||||||||
1927480733|NCT01115855|258432032|837835217|OG000|Week 4 (n=111, 108) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|10|10.0||||||||
1927480734|NCT01115855|258432032|837835218|OG001|Week 4 (n=111, 108) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|14|14.0||||||||
1927480735|NCT01115855|258432032|837835217|OG000|Week 4 (n=111, 108) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|101|101.0||||||||
1927480736|NCT01115855|258432032|837835218|OG001|Week 4 (n=111, 108) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|92|92.0||||||||
1927480737|NCT01115855|258432032|837835217|OG000|Week 4 (n=111, 108) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480738|NCT01115855|258432032|837835218|OG001|Week 4 (n=111, 108) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|2|2.0||||||||
1927480739|NCT01115855|258432032|837835217|OG000|Month 2 (n=109, 109) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|15|15.0||||||||
1927480740|NCT01115855|258432032|837835218|OG001|Month 2 (n=109, 109) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|14|14.0||||||||
1927480741|NCT01115855|258432032|837835217|OG000|Month 2 (n=109, 109) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|94|94.0||||||||
1927480742|NCT01115855|258432032|837835218|OG001|Month 2 (n=109, 109) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|95|95.0||||||||
1927480743|NCT01115855|258432032|837835217|OG000|Month 2 (n=109, 109) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480744|NCT01115855|258432032|837835218|OG001|Month 2 (n=109, 109) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480745|NCT01115855|258432032|837835217|OG000|Month 3 (n=106, 107) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|18|18.0||||||||
1927480746|NCT01115855|258432032|837835218|OG001|Month 3 (n=106, 107) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|16|16.0||||||||
1927480747|NCT01115855|258432032|837835217|OG000|Month 3 (n=106, 107) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|88|88.0||||||||
1927480748|NCT01115855|258432032|837835218|OG001|Month 3 (n=106, 107) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|91|91.0||||||||
1927480749|NCT01115855|258432032|837835217|OG000|Month 3 (n=106, 107) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480750|NCT01115855|258432032|837835218|OG001|Month 3 (n=106, 107) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480751|NCT01115855|258432032|837835217|OG000|Month 4 (n=106, 106) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|22|22.0||||||||
1927480752|NCT01115855|258432032|837835218|OG001|Month 4 (n=106, 106) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|20|20.0||||||||
1927480753|NCT01115855|258432032|837835217|OG000|Month 4 (n=106, 106) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|82|82.0||||||||
1927480754|NCT01115855|258432032|837835218|OG001|Month 4 (n=106, 106) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|86|86.0||||||||
1927480755|NCT01115855|258432032|837835217|OG000|Month 4 (n=106, 106) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|2|2.0||||||||
1927480756|NCT01115855|258432032|837835218|OG001|Month 4 (n=106, 106) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|0|0.0||||||||
1927480757|NCT01115855|258432032|837835217|OG000|Month 5 (n=104, 106) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|24|24.0||||||||
1927480758|NCT01115855|258432032|837835218|OG001|Month 5 (n=104, 106) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|22|22.0||||||||
