id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
258347729|NCT02418585|SECONDARY|Percentage of Participants in Remission (SDS Total Score <=6 and Individual Item Scores Each <=2) at the End of 4-Week Double-blind Induction Phase (Day 28)|Remission defined as SDS total score \<= 6 and individual item scores each \<= 2. SDS is a participant reported outcome measure and is a 5-item questionnaire which has been widely used and accepted for assessment of functional impairment and associated disability. The first three items assess disruption of (1) work/school, (2) social life, and (3) family life/home responsibilities using a 0-10 rating scale. The score for the first three items were summed to create a total score of 0-30 where a higher score indicates greater impairment. It also has one item on days lost from school or work and one item on days when under productive.|At Day 28 (End of Double-blind Induction Phase)|FAS is defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double-blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Percentage of participants|||NUMBER
258347730|NCT02418585|SECONDARY|Change From Baseline in Clinical Global Impression-Severity (CGI-S) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"CGI-S provides measure of severity of participant's illness including participant's history, psychosocial circumstances, symptoms, behavior and impact of symptoms on ability to function. CGI-S evaluates severity of psychopathology on scale of 0 to 7. Considering total clinical experience, participant is assessed on severity of mental illness according to: 0=not assessed; 1=normal (not at all ill); 2=borderline mentally ill; 3=mildly ill; 4=moderately ill; 5=markedly ill; 6=severely ill; 7=among most extremely ill patients. CGI-S permits global evaluation of participant's condition at given time. The last post baseline observation during the phase was carried forward as End Point for that phase."|Baseline up to Endpoint (Double-blind Induction Phase [Day 28])|FAS defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double-blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a scale||Full Range|MEDIAN
258347731|NCT02418585|SECONDARY|Change From Baseline in Generalized Anxiety Disorder (GAD-7) Total Score up to Endpoint (Double-blind Induction Phase [Day 28])|"GAD-7 is a brief and validated 7-item self-report assessment of overall anxiety. Participants respond to each item using a 4-point scale with response categories of 0=not at all, 1=several days, 2=more than half the days, and 3=nearly every day. Item responses are summed to yield a total score with a range of 0 to 21, where higher scores indicate more anxiety. The recall period is 2 weeks. The severity of the GAD-7 is categorized as follows: None (0-4), Mild (5-9), Moderate (10-14) and Severe (15 -21). The last post baseline observation during the phase was carried forward as End Point for that phase."|Baseline up to Endpoint (Double-blind Induction Phase [Day 28])|FAS is defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double-blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a scale||Standard Deviation|MEAN
258347732|NCT02418585|SECONDARY|Change From Baseline in EQ 5D-5L-Health Status Index to End of Double-blind Induction Phase (Day 28)|"European Quality of Life Group-5 Dimension-5-Level (EQ-5D-5L) is a 2-part instrument for use as a measure of health outcome, designed for self-completion by respondents. It consists of EQ-5D-5L descriptive system and EQ VAS. EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health)."|Baseline up to End of Double-blind Induction Phase (Day 28)|FAS is defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double-blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258347733|NCT02418585|SECONDARY|Change From Baseline in EQ 5D-5L- European Quality of Life - Visual Analogue Scale (EQ-VAS) to End of Double-blind Induction Phase (Day 28)|EQ-5D-5L is a 2-part instrument for use as a measure of health outcome, designed for self-completion by respondents. It consists of EQ-5D-5L descriptive system and EQ VAS. The EQ VAS self-rating records the respondent's own assessment of his or her overall health status at the time of completion, on a scale of 0 (the worst health you can imagine) to 100 (the best health you can imagine).|Baseline up to End of Double-blind Induction Phase (Day 28)|FAS is defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a scale||Standard Deviation|MEAN
258347734|NCT02418585|SECONDARY|Change From Baseline in EQ 5D-5L- Sum Score to End of Double-blind Induction Phase (Day 28)|"EQ-5D-5L consists of EQ-5D-5L descriptive system and EQ visual analogue scale (EQ VAS). EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). Health Status Index range is -0.148 - 0.949, is anchored at 0 (dead) and 1 (full health). EQ VAS self-rating records the respondent's own assessment of his/her overall health status at time of completion, on a scale of 0 (worst health you can imagine) to 100 (best health you can imagine). Sum score ranges from 0 to 100 where, sum score = (sum of the scores from the 5 dimensions minus 5) \*5. Higher score indicates worst health state."|Baseline up to End of Double-blind Induction Phase (Day 28)|FAS is defined as all randomized participants who received at least 1 dose of intranasal study medication and 1 dose of oral AD medication during the double-blind induction phase. Here 'N' (overall number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a scale||Standard Deviation|MEAN
258348380|NCT03434041|PRIMARY|Change From Baseline in Montgomery Asberg Depression Rating Scale (MADRS) Total Score to the End of Double-blind Treatment Phase (Day 28)|The MADRS is a clinician-rated scale designed to measure depression severity and detects changes due to antidepressant treatment. The scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Baseline up to end of the double-blind treatment phase (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348381|NCT03434041|SECONDARY|Change From Baseline in Depressive Symptoms as Measured by the MADRS Total Score to 24 Hours Post First Dose (Day 2)|The MADRS is a clinician-rated scale designed to measure depression severity and detects changes due to antidepressant treatment. The scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Baseline (Day 1: predose) to 24 hours post first dose (Day 2)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348382|NCT03434041|SECONDARY|Change From Baseline in Sheehan Disability Scale (SDS) Total Score to the End of Double-blind Treatment Phase (Day 28)|The SDS is a subject-reported outcome measure that consists of a 5-item questionnaire which has been widely used and accepted for assessment of functional impairment and associated disability. The first three items assess disruption of (1) work/school, (2) social life, and (3) family life/home responsibilities using a 0-10 rating scale. The score for the first three items are summed to create a total score of 0-30, where a higher score indicates greater impairment. It also has one item on days lost from school or work and one item on days when underproductive.|Baseline up to end of the double-blind treatment phase (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348383|NCT03434041|SECONDARY|Percentage of Participants With Onset of Clinical Response|Onset of clinical response is defined as greater than or equal to (\>=) 50 percent (%) improvement from baseline in MADRS total score with onset by Day 2 that was maintained through Day 28. The MADRS scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Day 2 up to Day 28|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase.|||Percentage of participants|||NUMBER
258348384|NCT03434041|SECONDARY|Percentage of Responders at the End of Double-blind Treatment Phase (Day 28)|Percentage of responders at the end of double-blind treatment phase (Day 28) were assessed. A participant was defined as a responder at a given time point if the percent improvement from baseline in MADRS total score is at least 50%. The MADRS scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Day 28|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Percentage of Responders|||NUMBER
258348385|NCT03434041|SECONDARY|Percentage of Participants in Remission at the End of Double-blind Treatment Phase (Day 28)|Percentage of participants in remission at the end of double-blind treatment phase (Day 28) were assessed. A participant was considered as a remitter if participant had a MADRS total score of less than or equal to \[\<=\] 12 at a visit. MADRS scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Day 28|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Percentage of Participants|||NUMBER
258348386|NCT03434041|SECONDARY|Percentage of Participants With Sustained Remission|Sustained remission is defined as the first occurrence of remission (MADRS Total score \<=12) that was maintained through the Day 28 assessment with one excursion prior to Day 28. The MADRS scale consists of 10 items (apparent sadness, reported sadness, inner tension, sleep, appetite, concentration, lassitude, inability to feel (interest level), pessimistic thoughts, and suicidal thoughts), each of which is scored from 0 (item not present or normal) to 6 (severe or continuous presence of the symptoms), summed for a total possible score range of 0 to 60. Higher scores represent a more severe condition. Negative change in score indicates improvement.|Up to Day 28|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase.|||Percentage of Participants|||NUMBER
258348387|NCT03434041|SECONDARY|Change From Baseline in Clinical Global Impression Severity (CGI-S) Scale Score up to the Endpoint (Double-blind Treatment Phase [Day 28])|The CGI-S provides an overall clinician-determined summary measure of the severity of the participant's illness that takes into account all available information, including knowledge of the participant's history, psychosocial circumstances, symptoms, behavior, and the impact of the symptoms on the participant's ability to function. The CGI-S evaluates the severity of psychopathology on a scale of 1 to 7. Considering total clinical experience, a participant is assessed on severity of mental illness at the time of rating according to: 1=normal (not at all ill); 2=borderline mentally ill; 3=mildly ill; 4=moderately ill; 5=markedly ill; 6=severely ill; 7=among the most extremely ill patients. The CGI-S permits a global evaluation of the participant's condition at a given time. Negative change in score indicates improvement. The last post-baseline observation during the double-blind phase was carried forward as Endpoint.|Baseline up to Double-blind Endpoint (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Full Range|MEDIAN
258348388|NCT03434041|SECONDARY|Change From Baseline in Generalized Anxiety Disorder 7-item (GAD-7) Scale Score up to the Endpoint (Double-blind Treatment Phase [Day 28])|"The GAD-7 is a brief and validated 7-item self-reported assessment of overall anxiety. Participants respond to each item using a 4 point scale with response categories of 0=not at all, 1=several days, 2=more than half the days, and 3=nearly every day. Item responses are summed to yield a total score with a range of 0 to 21, where higher scores indicate more anxiety. The recall period is 2 weeks. The severity of the GAD-7 is categorized as follows: None (0-4), Mild (5-9), Moderate (10-14) and Severe (15-21). The last post-baseline observation during the double-blind phase was carried forward as the Endpoint."|Baseline up to Endpoint (double-blind treatment phase [Day 28])|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348389|NCT03434041|SECONDARY|Change From Baseline in Participant-Reported Health-Related Quality of Life as Assessed by EuroQol-5 Dimension-5 Level (EQ-5D-5L) Score up to the Endpoint (Double-blind Treatment Phase [Day 28]): Health Status Index|"The EQ-5D-5L is a standardized 2-part instrument for use as a measure of health outcome, primarily designed for self-completion by respondents. It essentially consists of the EQ-5D-5L descriptive system and the EQ Visual Analogue Scale (EQ-VAS). The EQ-5D-5L descriptive system comprises the following 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each of the 5 dimensions is divided into 5 levels of perceived problems (Level 1 indicating no problem, Level 2 indicating slight problems, Level 3 indicating moderate problems, Level 4 indicating severe problems, and Level 5 indicating extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a HSI. Health Status Index ranges from -0.148 to 0.949, and is anchored at 0 (dead) and 1 (full health), a lower score indicates worse health."|Baseline up to Double-blind Endpoint (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348390|NCT03434041|SECONDARY|Change From Baseline in Participant-Reported Health Status as Assessed by EuroQol-5 Dimension-5 Level (EQ-5D-5L) Score up to the Endpoint (Double-blind Treatment Phase [Day 28]): Visual Analogue Scale (VAS)|The EQ-5D-5L is a standardized 2-part instrument for use as a measure of health outcome, primarily designed for self-completion by respondents. It essentially consists of the EQ-5D-5L descriptive system and the EQ-VAS. EQ-VAS self-rating records the respondent's own assessment of his/her overall health status at time of completion, on a scale of 0 (worst health you can imagine) to 100 (best health you can imagine). Positive change in score indicates improvement.|Baseline up to Double-blind Endpoint (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258348391|NCT03434041|SECONDARY|Change From Baseline in Participant-Reported Health Status as Assessed by EuroQol-5 Dimension-5 Level (EQ-5D-5L) up to the Endpoint (Double-blind Treatment Phase [Day 28]): Sum Score|"EQ-5D-5L consists of EQ-5D-5L descriptive system and EQ visual analogue scale (EQ-VAS). EQ-5D-5L descriptive system comprises of 5 dimensions: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. Each has 5 levels of perceived problems (1-no problem, 2-slight problems, 3-moderate problems, 4-severe problems, 5-extreme problems). Participant selects answer for each of 5 dimensions considering response that best matches his/her health today. Responses were used to generate a Health Status Index (HSI). HSI ranges from -0.148 to 0.949 and is anchored at 0 (health state value equal to dead) and 1 (full health). EQ-VAS self-rating records the respondent's own assessment of his/her overall health status at time of completion, on a scale of 0 (worst health you can imagine) to 100 (best health you can imagine). Sum score ranges from 0 to 100 where, sum score = (sum of the scores from the 5 dimensions minus 5) \*5. Higher score indicates worst health state."|Baseline up to Double-blind Endpoint (Day 28)|Full analysis set included all randomized participants who received a least 1 dose of intranasal study medication and 1 dose of oral antidepressant medication during the double-blind treatment phase. Here 'N' (number of participants analyzed) signifies number of participants who were evaluable for this outcome measure.|||Units on a Scale||Standard Deviation|MEAN
258855887|NCT00089791|PRIMARY|Number of Participants With New Vertebral Fractures|A new vertebral fracture, assessed by lateral spine X-ray using Genant semiquantitative scoring method, was identified as an ≥ 1 grade increase from the Baseline grade of 0 in any vertebra from T4 to L4. New vertebral fractures included morphometric vertebral fractures (assessed at scheduled visits and not associated with signs or symptoms \[or both\] indicative of a fracture) and clinical vertebral fractures (assessed at either a scheduled or unscheduled visit and associated with any signs and/or symptoms indicative of a fracture, excluding any fracture associated with high trauma severity or a pathologic fracture).|36 months|Primary Efficacy Analysis Set, which includes all randomized participants who have a baseline and ≥ 1 postbaseline evaluation of vertebral fracture at or before 3 years. Last Observation Carried Forward was used.|||Participants|||NUMBER
258855888|NCT00089791|SECONDARY|Number of Participants With Nonvertebral Fractures|Nonvertebral fractures (osteoporotic) were those occurring on study excluding those of the vertebrae (cervical, thoracic, and lumbar), skull, facial, mandible, metacarpus, finger phalanges, and toe phalanges. Fractures associated with high trauma severity (fractures that were the result of a fall from higher than the height of a stool, chair, first rung on a ladder or equivalent (\> 20 inches) or was the result of severe trauma other than a fall) and pathologic fractures were excluded from this category. Nonvertebral fractures were required to be confirmed either by radiographs or other diagnostic images such as computerized tomography (CT) or magnetic resonance imaging (MRI), or by documentation in a radiology report, surgical report, or discharge summary.|36 months|Full analysis set (all randomized participants)|||Participants|||NUMBER
258855889|NCT00089791|SECONDARY|Number of Participants With a Hip Fracture|Hip fractures are a subset of nonvertebral fractures including femur neck, femur intertrochanter, and femur subtrochanter.|36 months|Full analysis set|||Participants|||NUMBER
258468588|NCT04331808|PRIMARY|Percentage of Participants With WHO Clinical Progression Scale > 5 at Day 4 -- Severe COVID Population (WHO Clinical Progression Scale =5 at Baseline)|"Percentage of participants who has died or needed non-invasive or mechanical ventilation by day 4 (WHO clinical progression scale \> 5). A patient with new do-not-resuscitate order at day 4 will be considered as with a score \> 5.~WHO progression scale:~Uninfected; non viral RNA detected: 0 Asymptomatic; viral RNA detected: 1 Symptomatic; Independent: 2 Symptomatic; Assistance needed: 3 Hospitalized; No oxygen therapy: 4 Hospitalized; oxygen by mask or nasal prongs: 5 Hospitalized; oxygen by NIV or High flow: 6 Intubation and Mechanical ventilation, pO2/FIO2\>=150 OR SpO2/FIO2\>=200: 7 Mechanical ventilation, (pO2/FIO2\<150 OR SpO2/FIO2\<200) OR vasopressors (norepinephrine \>0.3 microg/kg/min): 8 Mechanical ventilation, pO2/FIO2\<150 AND vasopressors (norepinephrine \>0.3 microg/kg/min), OR Dialysis OR ECMO: 9 Dead: 10"|4 days|Severe COVID Population (WHO clinical progression scale =5 at baseline)|||percentage of participants|||NUMBER
258468589|NCT04331808|PRIMARY|Percentage of Participants With Non-invasive Ventilation, Mechanical Ventilation or Death at Day 14 (WHO Clinical Progression Scale =5 at Baseline)|Survival without needs of ventilator utilization (including non invasive ventilation and high flow) at day 14. Percentage of non-invasive ventilation, mechanical ventilation or death. Thus, events considered are needing ventilator utilization (mechanical or non-invasive ventilation including high flow oxygen), or death. New do-not-resuscitate (DNR) order (if given after the inclusion of the patient) will be considered as an event at the date of the DNR.|Day 1 to Day 14|Severe COVID Population (WHO clinical progression scale =5 at baseline)|||percentage of participants||95% Confidence Interval|NUMBER
258468590|NCT04331808|PRIMARY|Percentage of Participants With no Improvement in WHO Clinical Progression Scale at Day 4 -- Critical COVID Population ( WHO Clinical Progression Scale >5 at Baseline)|"Results are presented as the percentage not improved, so that an effective treatment would be associated with a decrease in percentage~WHO progression scale:~Uninfected; non viral RNA detected: 0 Asymptomatic; viral RNA detected: 1 Symptomatic; Independent: 2 Symptomatic; Assistance needed: 3 Hospitalized; No oxygen therapy: 4 Hospitalized; oxygen by mask or nasal prongs: 5 Hospitalized; oxygen by NIV or High flow: 6 Intubation and Mechanical ventilation, pO2/FIO2\>=150 OR SpO2/FIO2\>=200: 7 Mechanical ventilation, (pO2/FIO2\<150 OR SpO2/FIO2\<200) OR vasopressors (norepinephrine \>0.3 microg/kg/min): 8 Mechanical ventilation, pO2/FIO2\<150 AND vasopressors (norepinephrine \>0.3 microg/kg/min), OR Dialysis OR ECMO: 9 Dead: 10"|4 days|Critical COVID population ( WHO Clinical Progression Scale \>5 at baseline)|||percentage of participants|||NUMBER
258468591|NCT04331808|PRIMARY|Cumulative Incidence (Percentage of Participants) With Successful Tracheal Extubation at Day 14 -- Critical COVID Population (WHO Clinical Progression Scale >5 at Baseline)|Cumulative incidence of successful tracheal extubation (defined as duration extubation \> 48h) at day 14 if patients have been intubated before day 14 ; or removal of Non Invasive Ventilation or high flow (for \> 48h) if they were included under oxygen by Non Invasive Ventilation or High flow (score 6) and remained without intubation. Death or new do-not-resuscitate order (if given after the inclusion of the patient) will be considered as a competing event.|Day 1 to Day 14|Critical COVID Population (WHO clinical progression scale \>5 at baseline)|||percentage of participants||95% Confidence Interval|NUMBER
258468592|NCT04331808|SECONDARY|Percentage of Participants Surviving (Overall Survival)|Percentage of participants surviving at 14, 28 and 90 days|14, 28 and 90 days||||percentage of participants||95% Confidence Interval|NUMBER
258468593|NCT04331808|SECONDARY|WHO Progression Scale|"WHO progression scale:~Uninfected; non viral RNA detected: 0 Asymptomatic; viral RNA detected: 1 Symptomatic; Independent: 2 Symptomatic; Assistance needed: 3 Hospitalized; No oxygen therapy: 4 Hospitalized; oxygen by mask or nasal prongs: 5 Hospitalized; oxygen by NIV or High flow: 6 Intubation and Mechanical ventilation, pO2/FIO2\>=150 OR SpO2/FIO2\>=200: 7 Mechanical ventilation, (pO2/FIO2\<150 OR SpO2/FIO2\<200) OR vasopressors (norepinephrine \>0.3 microg/kg/min): 8 Mechanical ventilation, pO2/FIO2\<150 AND vasopressors (norepinephrine \>0.3 microg/kg/min), OR Dialysis OR ECMO: 9 Dead: 10"|4, 7 and 14 days|Missing data are possible|||units on a scale||Inter-Quartile Range|MEDIAN
258468594|NCT04331808|SECONDARY|Mean of Ventilator Free-days at Day 28 -- Critical COVID Population (WHO-clinical Progression Scale >5 at Baseline)|28-day ventilator free-days|28 days|Critical COVID Population (WHO clinical progression scale \>5 at baseline)|||days||Standard Deviation|MEAN
258468595|NCT04331808|SECONDARY|Cumulative Incidence (Percentage of Participants) of Oxygen Supply Independency|Time to oxygen supply independency|Day 28, 90|No assessment in Severe COVID Population (WHO Clinical Progression Scale =5 at baseline) at Day 90|||percentage of participants||95% Confidence Interval|NUMBER
258468596|NCT04331808|SECONDARY|Cumulative Incidence (Percentage of Participants) of Discharge From Hospital|Time to discharge from hospital|28, 90 days|No assessment in Severe COVID Population (WHO Clinical Progression Scale =5 at baseline) at Day 90|||percentage of participants||95% Confidence Interval|NUMBER
258468597|NCT04331808|SECONDARY|Cumulative Incidence (Percentage of Participants) of Intensive Care Unit Discharge -- Critical COVID Population (WHO Clinical Progression Scale >5 at Baseline)|Time to discharge from Intensive Care Unit|28, 90 days|Critical COVID Population (WHO clinical progression scale \>5 at baseline) Patients in intensive care unit at inclusion|||percentage of participants||95% Confidence Interval|NUMBER
258468598|NCT04331808|SECONDARY|PaO2/FIO2 Ratio -- Critical COVID Population (WHO Clinical Progression Scale >5 at Baseline)|"Evolution of PaO2/FiO2 ratio PaO2 is partial pressure of arterial oxygen expressed in mmHg. FiO2 is fraction of inspired oxygen (for instance, 0.33 for 33% oxygen) with no units.~PaO2/FiO2 ratio is expressed in mmHg."|day 1 to day 14|No statistical comparison was performed due to the limited number of patients with available follow-up data.|||mmHg||Inter-Quartile Range|MEDIAN
258646503|NCT00135226|PRIMARY|Number of Participants With First Occurrence of Any Serious Vascular Event (SVE)|"The primary efficacy assessments involve intention-to-treat comparisons among all randomized participants of allocation to aspirin versus placebo and, separately, of omega-3 fatty acids versus placebo on the first occurrence of any Serious Vascular Event (SVE), defined as:~* non-fatal myocardial infarction; or~* non-fatal stroke (excluding confirmed intracranial hemorrhage) or TIA; or~* vascular death excluding confirmed intracranial hemorrhage (defined as International Classification of Diseases 10th revision \[ICD-10\] I00-52 or I63-99, i.e. excluding subarachnoid hemorrhage \[I60\], intracerebral hemorrhage \[I61\], and other non-traumatic intracranial hemorrhage \[I62\])."|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646504|NCT00135226|PRIMARY|Number of Participants With First Occurrence of Any Major Bleed (Aspirin Comparison Only)|"The primary safety assessments involve intention-to-treat comparisons among all randomized patients of allocation to aspirin versus placebo on the first occurrence of any major bleed, defined as:~* any confirmed intracranial hemorrhage (including intracerebral, subarachnoid, subdural or any other intracranial hemorrhage); or~* sight-threatening eye bleeding; or~* any other serious bleeding episode."|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646505|NCT00135226|SECONDARY|Number of Participants With Combined End-point of Serious Vascular Events (SVEs) or Revascularizations|"Secondary efficacy assessments involve intention-to-treat comparisons among all randomized participants of allocation to aspirin versus placebo and, separately, of omega-3 versus placebo on the first occurrence of the expanded vascular endpoint of SVE or revascularization (including coronary and non-coronary revascularizations)."|Randomized treatment phase during a mean of 7.4 years|A single participant may have had multiple events.|||Participants|||COUNT_OF_PARTICIPANTS
258646506|NCT00135226|SECONDARY|Number of Participants With Any Incident Gastrointestinal (GI) Tract Cancer (Aspirin Comparison Only)|"Secondary efficacy assessments of aspirin involve intention-to-treat comparisons during the scheduled treatment period among all randomized participants on the first occurrence of:~Any incident gastrointestinal (GI) tract cancer (i.e. any GI cancer excluding pancreas and hepatobiliary), overall and after exclusion of the first three years of follow-up."|Randomized treatment phase during a mean of 7.4 years|Participants taking aspirin|||Participants|||COUNT_OF_PARTICIPANTS
258646507|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: All-cause Mortality|'All-cause mortality' includes all recorded deaths.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646508|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Coronary|Fatal 'Coronary' events include deaths from: Acute MI and other CHD (unspecified Acute ischaemic heart disease; Atherosclerotic heart disease; Ischaemic cardiomyopathy; unspecified Chronic ischaemic heart disease).|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646509|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: All Stroke|Fatal 'All stroke' events include deaths from: Haemorrhagic stroke (Intracerebral haemorrhage; Subarachnoid haemorrhage); Non-haemorrhagic stroke (Cerebral infarction; Stroke not specified as haemorrhage or infarction).|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646510|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Other Vascular|Fatal 'Other vascular' events include deaths from: Heart failure (excluding ischaemic cardiomyopathy); Other vascular death (excluding stroke; and Cardiac death (excluding CHD).|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646511|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Cancer|Fatal 'Cancer' events include any death attributed to cancer.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646512|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Respiratory|Fatal 'Respiratory' events include any death attributed to respiratory causes.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
