id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
258646513|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Other Medical|Fatal 'Other medical' events include deaths from: Non-vascular medical causes (excluding cancer and respiratory, including Fatal GI bleed or perforation); and deaths from Renal disease and Diabetes.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646514|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: External Cause|Fatal 'External cause' events include deaths from: Injury; Fracture; Self harm; and Medical and surgical complications|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646515|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Fatal Event: Unknown Cause|Any death for which the cause is not known.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646516|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Any Cancer|"Incidence of fatal or non-fatal cancers. Any cancer excludes non-fatal non-melanoma skin cancer and non-fatal recurrence of a cancer that had occurred before randomization.~A single participant may have had multiple cancers."|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646517|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Other Gastrointestinal Cancer (Aspirin Comparison Only)|Includes fatal and non-fatal cancers. Excludes cancers reported in the gastrointestinal tract category (see secondary outcome measure #4), and includes hepatobiliary and pancreatic cancers.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646518|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Respiratory Cancer|Includes fatal and non-fatal cancers. Includes lung and larynx cancer.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646519|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Genitourinary Cancer|Includes fatal and non-fatal renal, bladder, prostate, gynaecological and other GU cancers|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646520|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Hematological Cancer|Includes fatal and non-fatal cancers. Includes leukaemia and lymphoma.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646521|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Breast Cancer|Includes fatal and non-fatal cancers.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646522|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Melanoma|Includes fatal and non-fatal melanomas.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646523|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Other Cancer|Includes fatal and non-fatal cancers not included elsewhere (where the type of cancer is known).|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646524|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Unspecified Cancer|Includes fatal and non-fatal cancers of unknown type.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646525|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Atrial Fibrillation (Omega-3 Comparison Only)|Includes fatal and non-fatal events.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258646526|NCT00135226|OTHER_PRE_SPECIFIED|Number of Participants With Event: Other Arrhythmia (Omega-3 Comparison Only)|Includes fatal and non-fatal events, excludes atrial fibrillation.|Randomized treatment phase during a mean of 7.4 years||||Participants|||COUNT_OF_PARTICIPANTS
258654786|NCT03594110|PRIMARY|Interventional Part: Time to First Occurrence of Kidney Disease Progression or Cardiovascular Death ('as Adjudicated')|"Time to first occurrence of kidney disease progression (KDP) or cardiovascular death is reported as incidence rate of first occurrence of KDP or adjudicated cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first occurrence of KDP or cardiovascular death)\*100/(patient years at risk (pt-yrs at risk). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation."|From the day of randomisation to the day of the final follow-up visit in the interventional part of the trial, up to 1136 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||patients with events/100 pt-yrs at risk||95% Confidence Interval|NUMBER
258654787|NCT03594110|SECONDARY|Key Secondary Endpoint: Interventional Part - Time to First Hospitalization for Heart Failure ('as Adjudicated') or Cardiovascular Death ('as Adjudicated')|"Time to first hospitalization for heart failure ('as adjudicated') or cardiovascular death ('as adjudicated') is reported as incidence rate of first hospitalization for heart failure or cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first hospitalization for heart failure or cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)).~pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|From the day of randomisation to the day of the final follow-up visit of the interventional part, up to 1140 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||patients with events/100 pt-yrs at risk||95% Confidence Interval|NUMBER
258654788|NCT03594110|SECONDARY|Key Secondary Endpoint: Interventional Part - Time to Occurrences of All-cause Hospitalizations (First and Recurrent Combined)|Time to occurrences of all-cause hospitalizations is reported as total number of all-cause hospitalizations (first and recurrent combined).|From the day of randomisation to the day of the final follow-up visit of the interventional part, up to 1140 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||events (first and recurrent)|||NUMBER
258654789|NCT03594110|SECONDARY|Key Secondary Endpoint: Interventional Part - Time to Death From Any Cause ('as Adjudicated')|"Time to death from any cause is reported as incidence rate of death from any cause.~Incidence rate of death from any cause = (Number of patients who experienced the event of death from any cause) \* 100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|From the day of randomisation to the day of the final follow-up visit in the interventional part of the trial, up to 1140 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||patients with events/100 pt-yrs at risk||95% Confidence Interval|NUMBER
258654790|NCT03594110|SECONDARY|Interventional Part: Time to First Occurrence of Kidney Disease Progression|"Time to first occurrence of kidney disease progression (KDP) is reported as incidence rate of first occurrence of kidney disease progression.~Incidence rate of first occurrence of kidney disease progression= (Number of patients who experienced the event of first occurrence of kidney disease progression) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation)."|From the day of randomisation to the day of the final follow-up visit of the interventional part, up to 1136 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||patients with events/100 pt-yrs at risk||95% Confidence Interval|NUMBER
258654791|NCT03594110|SECONDARY|Interventional Part: Time to Cardiovascular Death ('as Adjudicated')|"Time to cardiovascular death ('as adjudicated') is reported as incidence rate of cardiovascular death.~Incidence rate of cardiovascular death= (Number of patients who experienced the event of cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|From the day of randomisation to the day of the final follow-up visit of the interventional part, up to 1140 days.|Randomised set (RS) included all randomised participants, whether treated or not.|||patients with events/100 pt-yrs at risk||95% Confidence Interval|NUMBER
